item_id;url;scrape_status;scrape_error;fecha_publicacion;titulo;descripcion;precio;moneda;marca;modelo;anio;horas;seller_name;seller_url;seller_time_on_ml;ubicacion_address_line;ubicacion_ciudad;ubicacion_provincia;ubicacion_latitud;ubicacion_longitud;condicion;garantia;potencia;tipo_direccion
MLA2005120786;https://articulo.mercadolibre.com.ar/MLA-2005120786;ok;;;Tractor Roland H 070hp Turbo Cabinado Con Ruedas Agricolas - US$ 25.561;"CARACTERÍSTICAS: 
 
Motor 4 cilindros, inyección directa, diesel, turbo
Doble tracción
Dimensiones generales: 3660x1640x2580
Peso: 2070kg 
Caja de transmisión: 8 de avance + 8 de retroceso
Embrague seco, doble efecto, no independiente
Frenos: en seco
Dirección hidráulica
Velocidad máxima: 29km/h
Elevador 3 puntos de alta presión, 1500kg en punto de enganche
Doble salida hidráulica, 28 L/min
Sistema economizador de combustible


-.-.-.-.-.-.-.-.-.-.-.-.-.-.-.-.-

> IMPORTANTE: 
 
*EL PRECIO PUBLICADO ES FINAL, INCLUYE EL IVA DEL 10,5%
*LOS PRECIOS ESTÁN EXPRESADOS EN DÓLARES ESTADOUNIDENSES
*TIPO DE CAMBIO A DÓLAR OFICIAL VENTA BNA 
*PRECIO EN FÁBRICA (NO INCLUYE FLETE A CONCESIONARIO NI OTROS TRASLADOS)  
*FOTOS A MODO ILUSTRATIVO
*EL PRECIO PUBLICADO TIENE DESCUENTO QUE CORRESPONDE AL PAGO DE CONTADO
*CONSULTA POR FINANCIACIONES DISPONIBLES Y ENTREGA INMEDIATA EN CONCESIONARIOS";;;Roland H;RH070 T;2025;;Roland H;https://www.mercadolibre.com.ar/perfil/Roland H;;;;;;;;;;
MLA2098415220;https://articulo.mercadolibre.com.ar/MLA-2098415220;ok;;;Pala Iron 930 1m3 - US$ 29.500;Pala frontal 1 m3;;;Pala Iron 930 S 1m3;cxmg;2024;;Info Maquinas1910;https://www.mercadolibre.com.ar/perfil/Info Maquinas1910;;;;;;;;;;
MLA1491047809;https://articulo.mercadolibre.com.ar/MLA-1491047809;ok;;;"Arenadora De Césped - Capacidad 300kg Para Tractor - Maq&amp;maq - US$ 2.614";"ARENADORA DE CÉSPED YF-A300

> CARACTERÍSTICAS:

Capacidad de tolva 300 KG
 
SISTEMA DE CRIQUET para el traslado de la máquina sin que accione el sistema (cilindro).
Trabaja por gravedad y se utiliza para la difusión de arena y/o tierra fina.
ANCHURA DE ESPARCIDO AJUSTABLE Y REGULABLE.
Ideal para el mantenimiento de campos deportivos, chacras y jardines.

-.-.-.-.-.-.-.-

> IMPORTANTE: 

-EL PRECIO PUBLICADO ES FINAL, INCLUYE EL IVA DEL 10,5%

-LOS PRECIOS ESTÁN EXPRESADOS EN DÓLARES ESTADOUNIDENSES

-TIPO DE CAMBIO A DÓLAR OFICIAL VENTA BNA 

-PRECIO EN FÁBRICA (NO INCLUYE FLETE A CONCESIONARIO NI OTROS TRASLADOS)  

-FOTOS A MODO ILUSTRATIVO

-EL PRECIO PUBLICADO TIENE DESCUENTO QUE CORRESPONDE AL PAGO DE CONTADO

-CONSULTA POR FINANCIACIONES DISPONIBLES Y ENTREGA INMEDIATA EN CONCESIONARIOS";;;Maq&Maq;YF-A300;2024;;Roland H;https://www.mercadolibre.com.ar/perfil/Roland H;;;;;;;;;;
MLA1491123073;https://articulo.mercadolibre.com.ar/MLA-1491123073;ok;;;"Recolector De Césped Para Cuatriciclos, Mini Tractor Maq&amp;maq - US$ 2.616";"RECOLECTOR DE CÉSPED YF - R1500 PROMAX

 > CARACTERÍSTICAS:

(Depósito: 0.82 M3. Ancho de Trabajo: 1.45 mts)
 
ESTRUCTURA ROBUSTA: puede ser impulsado por cualquier vehículo chico.
SISTEMA DE RECOLECCIÓN: Se acciona con la tracción de sus ruedas, por medio de un mecanismo con crique que hace girar los cepillos. Este a su vez, evita que el sistema gire al retroceder.
SISTEMA DE VACIADO DEL RECOLECTOR REMOTO
Implemento ideal para el mantenimiento de campos deportivos, chacras y grandes jardines.
 
-.-.-.-.-

> IMPORTANTE:

-EL PRECIO PUBLICADO ES FINAL, INCLUYE EL IVA DEL 10,5%

-LOS PRECIOS ESTÁN EXPRESADOS EN DÓLARES ESTADOUNIDENSES

-TIPO DE CAMBIO A DÓLAR OFICIAL VENTA BNA 

-PRECIO EN FÁBRICA (NO INCLUYE FLETE A CONCESIONARIO NI OTROS TRASLADOS)  

-FOTOS A MODO ILUSTRATIVO

-EL PRECIO PUBLICADO TIENE DESCUENTO QUE CORRESPONDE AL PAGO DE CONTADO

-CONSULTA POR FINANCIACIONES DISPONIBLES Y ENTREGA INMEDIATA EN CONCESIONARIOS";;;Maq&Maq;YF- PROMAX;2024;;Roland H;https://www.mercadolibre.com.ar/perfil/Roland H;;;;;;;;;;
MLA2060340880;https://articulo.mercadolibre.com.ar/MLA-2060340880;ok;;;"Sembradora Lineal Maq&amp;maq  - US$ 1.050";"PARA H001, CUATRICICLO, MINITRACTOR Y TRACTOR

SEMBRADORA LINEAL / DESPARRAMADORA CAUCHO YF-SL1000

> CARACTERÍSTICAS: 

Capacidad de tolva 150 KG
 
ESPARCIDOR VERSÁTIL: Trabaja por gravedad y se utiliza para la difusión de semilla, caucho o fertilizante granulado y/o tierra muy fina.
Ideal para el mantenimiento de canchas sintéticas, campos deportivos, chacras y grandes jardines.
ANCHURA DE ESPARCIDO REGULABLE.
 
-.-.-.-.-.-.-

> IMPORTANTE: 

-EL PRECIO PUBLICADO ES FINAL, INCLUYE EL IVA DEL 10,5%

-LOS PRECIOS ESTÁN EXPRESADOS EN DÓLARES ESTADOUNIDENSES

-TIPO DE CAMBIO A DÓLAR OFICIAL VENTA BNA 

-PRECIO EN FÁBRICA (NO INCLUYE FLETE A CONCESIONARIO NI OTROS TRASLADOS)  

-FOTOS A MODO ILUSTRATIVO

-EL PRECIO PUBLICADO TIENE DESCUENTO QUE CORRESPONDE AL PAGO DE CONTADO

-CONSULTA POR FINANCIACIONES DISPONIBLES Y ENTREGA INMEDIATA EN CONCESIONARIOS";;;Maq&Maq;YF-SL1000;2024;;Roland H;https://www.mercadolibre.com.ar/perfil/Roland H;;;;;;;;;;
MLA1491008743;https://articulo.mercadolibre.com.ar/MLA-1491008743;ok;;;"Pulverizadora De Arrastre 210 Litros Maq&amp;maq - US$ 2.895";"PARA H001, CUATRICICLO, MINITRACTOR Y TRACTOR de BAJA POTENCIA

PULVERIZADORA DE ARRASTRE YF-P210LTS (Capacidad Tanque: 210LTS Ancho Trabajo: 4.30MT)

> CARACTERÍSTICAS: 
 
TANQUE DE POLIETILENO con protección UV.
EQUIPAMIENTO: Posee una BOMBA 12V, una cuba para la succión total del caldo preparado, un SISTEMA PARA FILTRADO Y MEZCLADO CONTINUO del producto, posee una VÁLVULA REGULADORA DE PRESIÓN y un COMANDO DE ENCENDIDO/APAGADO A DISTANCIA. BOTALÓN PLEGABLE en 2 tramos, con regulación horizontal y vertical. Ideal para tratamientos de herbicidas, insecticidas, fungicidas, fertilizaciones foliares.

-.-.-.-.-.-
 
> IMPORTANTE: 

-EL PRECIO PUBLICADO ES FINAL, INCLUYE EL IVA DEL 10,5%

-LOS PRECIOS ESTÁN EXPRESADOS EN DÓLARES ESTADOUNIDENSES

-TIPO DE CAMBIO A DÓLAR OFICIAL VENTA BNA 

-PRECIO EN FÁBRICA (NO INCLUYE FLETE A CONCESIONARIO NI OTROS TRASLADOS)  

-FOTOS A MODO ILUSTRATIVO

-EL PRECIO PUBLICADO TIENE DESCUENTO QUE CORRESPONDE AL PAGO DE CONTADO

-CONSULTA POR FINANCIACIONES DISPONIBLES Y ENTREGA INMEDIATA EN CONCESIONARIOS";;;Maq&Maq;YF-P210LTS;2024;;Roland H;https://www.mercadolibre.com.ar/perfil/Roland H;;;;;;;;;;
MLA1495375749;https://articulo.mercadolibre.com.ar/MLA-1495375749;ok;;;Tractor Cortacesped Cub Cadet Giro Cero Ultima Zt 1  - $ 16.500.000;"Motor OHV V-Twin OHV de 24 HP/725 cc Kohler serie 7000, el motor OHV ofrece potencia de alto rendimiento y un funcionamiento excepcionalmente suave y silencioso
Las transmisiones hidrostáticas duales permiten velocidades de avance rápidas y sin esfuerzo de 12KM/h (6KM/h en reversa) que dejan su césped con un acabado de calidad profesional
54 pulgadas Plataforma fabricada con AeroForce que ofrece un corte característico con menos grumos y rezagados, recortes más finos y mayor uniformidad

MOTOR KHOLER SERIE 7000 24hp 752cc.
Capacidad del tanque de combustible: 3.5 galones EE. UU. (13,25 litros)
Capacidad de aceite del motor: 1,89 litros
Radio de giro: 0°
Transmisión: Hydro-Gear EZT 2200
Velocidad de avance: 7 MPH / 11,3 km/h
Velocidad inversa: 3,5 MPH / 5,6 km/h
Sistema de manejo: Hidrostático
Compromiso de cubierta (PTO): Eléctrico
Ancho de corte de la plataforma: 54"" (3 cuchillas).
Anti-Scalping: 3 ruedas de calibre
Faro(s): Doble LED
Serie: Serie Ultima™ ZT
Tipo de asiento: Respaldo alto de 20""

EL TRACTOR SE ENTREGA EN MARCHA LISTO PARA USAR
CONTAMOS CON SERVICIO TECNICO, GARANTIA Y TODOS LOS REPUESTOS!
CONSULTAR POR ENVIO GRATIS!

 
INDUSTRIAS ITALGROUP SA.";;;Cub Cadet;ULTIMA ZT 1;2023;;Italgroupsa;https://www.mercadolibre.com.ar/perfil/Italgroupsa;;;;;;;;;;
MLA2034234102;https://articulo.mercadolibre.com.ar/MLA-2034234102;ok;;;Tractor Toro Z Master 2000 - $ 38.000.000;"ULTIMO EN STOCK ENTREGA INMEDIATA! 

TRACTOR TORO Z-MASTER 2000
Motor TORO V-TWIN 24.5HP (708 cc) - IC Refrigerado por aire - Bicilíndrico - OHV
(Válvulas a la cabeza) - Filtro de aire de papel para servicio pesado - Carburador de
doble boca.
Descarga lateral y Recycler® (opcional).
Plataforma Turbo Force de carcasa profunda (Fabricada no estampada)
Ancho de corte: 60"" con 3 cuchillas.
Altura de corte: 3,8 cm - 12,7 cm (15 posiciones).
Ruedas copiadoras de nivel (3).
Transmisión: Hidrostática Hydro-Gear Commercial ZT-3400 independiente por rueda.
Cubiertas delanteras y traseras de 4 Telas - Traseras con dibujo de alta tracción en
césped.
Robusto protector posterior y gancho de remolque.
Asiento de lujo ajustable, con suspensión, apoyabrazos y cinturón de seguridad.
Barra antivuelco.
Horómetro con leds de alerta de diferentes funciones del equipo.";;;Toro;Z MASTER 2000;2023;;Italgroupsa;https://www.mercadolibre.com.ar/perfil/Italgroupsa;;;;;;;;;;
MLA2447617402;https://articulo.mercadolibre.com.ar/MLA-2447617402;ok;;;Pala Frontal Para Tractores Menores 45hp Hanomag, John Deere - $ 4.950.000;"PALA CARGADORA FRONTAL COMUN 

PARA TRACTORES HASTA 45 HP (HANOMAG, JOHN DEERE, MASSEY FERGUSON, FIAT, DEUTZ, NEW HOLLAND, CHERY, APACHE, ENTRE OTRAS MARCAS)

MODELO GS-500

ESTRUCTURA (BRAZOS)
Estructura reforzada tipo doble C, realizada en perfiles de chapa espesor 3/16"" plegados y soldados. El plegado interno de los perfiles C, aumenta la resistencia de los brazos otorgándole mayor rigidez al sistema. 

BALDE DE CARGA
Capacidad 1/3, ancho 1,30m, totalmente reforzado. Cuchilla inferior balde y refuerzos inferiores para evitar desgastes. Además tiene un sobrevuelo para abulonar y dr mas capacidad para carga liviana.

Pernos y Bujes de Acero SAE 1045. 

Refuerzos en chapa de espesores 1/4” | 5/16"" y 3/8"". 
 
Sistema de Hidráulico: compuesto por 4 cilindros. 
- Cilindros de 2”, con Vástagos reforzados de 32mm. Para Levante brazos. 
- Cilindros de 2”, con Vástagos reforzados de 32mm. Para el Movimiento balde. 

Mangueras hidráulicas de 3/8 "" R2, accesorios hidráulicos y acoples rápidos hasta control remoto. 
 
Altura de levante máximo aprox. 3,20 metros. 

SISTEMA DE ACOPLE RÁPIDO, para la incorporación de otros accesorios, como el Pinche para Rollos, Accesorio Porta Pallet, Accesorio para carga de Big-Bag, entre otros. 
 
Pala de fácil manejo para el operario, y gran versatilidad en usos varios, fabricada con refuerzos internos. 

Opcional:

MODELO GS-510

Con SISTEMA DE PARALELOGRAMO COMPENSADOR (El balde se mantiene en posición horizontal al levantar)
Consultar diferencia de precios.

Forma de pago:
- CONTADO.
- Financiación con CHEQUES a plazos 0/30/60 días.
- Consultar otras formas de pago.";;;GESER;GS-500;2025;;Geser Metalúrgica;https://www.mercadolibre.com.ar/perfil/Geser Metalúrgica;;;;;;;;;;
MLA2754171724;https://articulo.mercadolibre.com.ar/MLA-2754171724;ok;;;Tractor Cortacesped Cub-cadet Enduro Lt 50 - $ 9.900.000;"NO INCLUYE RECOLECTOR DE CESPED, CONSULTAR PRECIO! 

SUPER OFERTA! PRECIO DE CONTADO! POCAS UNIDADES!

El Cub Cadet XT1 LT50 FAB está propulsado por un motor bicilíndrico MTD de 24 hp.
Diseño de plataforma AeroForce™ de triple hoja, calibre 11, fabricada en 50 pulgadas, que optimiza el flujo de aire y maximiza la succión para reducir la formación de grumos durante la descarga y mejora el rendimiento del embolsado al mismo tiempo que brinda el impecable Cub Cadet Signature Cut™.
El sistema de dirección optimizado para un manejo receptivo le da a un radio de giro de 16 pulgadas una sensación de giro cero.
Plataforma de corte de 50"" con 3 cuchillas
Caja Hidrostatica HydreGear
Velocidad de trabajo 9km/h
Capacidad del tanque de combustible 11.36 lts
Neumáticos traseros 20"" x 8""-8""
Neumáticos delanteros 15"" x 6""-6""
Contador de horas
Faro(s) delantero(s) LED doble
Número de modelo 13AQA1TLA10

NO INCLUYE RECOLECTOR DE CESPED, CONSULTAR PRECIO! 


SOMOS CONCESIONARIO OFICIAL DE CUB-CADET
CONTAMOS CON SERVICIO TECNICO GARANTIZADO";;;Cub Cadet;LT 50;2022;;Italgroupsa;https://www.mercadolibre.com.ar/perfil/Italgroupsa;;;;;;;;;;
MLA2011709530;https://articulo.mercadolibre.com.ar/MLA-2011709530;ok;;;Pala Cargadora Taurus Ctx 936 A Serie Il - 2 Mts3 - 125hp - US$ 53.900;"Precio lanzamiento!!! Entrega en 90 días.


CARACTERÍSTICAS GENERALES
Ideal para grandes movimientos de tierra, canteras. Incluye: Aire Acondicionado, Joystick y Cámara de Retroceso.

-CAPACIDAD1,7 m3 Rockero
-CAPACIDAD DE CARGA: 3.000 kg
-ALTURA MAXIMA DE DESCARGA: 4.150 mm
-MOTOR: WEICHAI
-POTENCIA DEL MOTOR: 125 hp
-NEUMATICOS: 17.5-25
-DISTANCIA DEL SUELO: 440 mm
-VELOCIDAD MAXIMA: 35 km/h
-DIMENSIONES: 6890x2430x3070 mm
-PESO OPERATIVO: 10.000 kg";;;Taurus;CTX 936 A Serie II;2024;;Grupo Taurus;https://www.mercadolibre.com.ar/perfil/Grupo Taurus;;;;;;;;;;
MLA1517056209;https://articulo.mercadolibre.com.ar/MLA-1517056209;ok;;;Comedero Autoconsumo Feedlot Creep Feeding Vacuno 3 Ton - US$ 3.036;"FORMA DE PAGO 12 VALORES (0 a 330 días) IVA incluido.

CARACTERÍSTICAS:
Comedero CC-24 rectangular de 2.40 m de largo y altura 1.90 m (base estándar, modificando estas tiene la posibilidad de diferentes alturas), lo que hace un volumen de 3,9 m3, que para un peso especifico de 750 kg/m3 da una capacidad de 3 ton (maíz), aleros salientes 0.33 m de ambos lados.
Estructura construida completamente en chapa galvanizada y abulonada con bulones.
Base construida totalmente con chapa galvanizada calibre 18, abulonada, cono interno 45°. bocas de consumo de largo 2.40 m con regulación de salida de material, patines reforzados con enganches.

Beneficios del sistema:
-Mayor peso al destete, los animales ganan más peso antes del destete.
-Facilita el destete precoz, permitiendo cubrir el déficit de nutrientes.
-Disminuye el estrés del ternero post destete, la transición a la alimentación solida es más fácil porque el ternero se ha adaptado a comer concentrado.
-Mejora la eficiencia productiva del rodeo, el ternero reduce el número de mamadas diarias y la competencia por pasto de calidad con su madre.
-Mejor desarrollo digestivo, el sistema digestivo se adapta a alimentación solida lo que prepara al ternero para la siguiente etapa de engorde.

-Consultar por financiación de fábrica.
-Consultar por versión con bandejas de acero inoxidable.
-Importante descuento por pago contado.";;;FADESI;CC-24;2025;;Fadesisrl;https://www.mercadolibre.com.ar/perfil/Fadesisrl;;;;;;;;;;
MLA2290546772;https://articulo.mercadolibre.com.ar/MLA-2290546772;ok;;;Comedero Vacuno Autoconsumo Feedlot Creep Feeding 1.8t  - US$ 1.345,58;"FORMA DE PAGO 12 VALORES (0 a 330 días) IVA incluido.

Comedero CC-20 de 1.96 m de largo y ltura 1.70 m, lo que hace un volumen de 2.4 m3 que para u peso específico de 750 kg/m3 da una capacidad de 1.8 ton (maíz).
Estructura construida en chapa galvanizada calibre 18, completamente abulonada.
Bocas de consumo con regulación de salida de material, patines de arrasatre reforzados con enganches. 

Beneficios del sistema:
-Mayor peso al destete, los animales ganan más peso antes del destete.
-Facilita el destete precoz, permitiendo cubrir el deficit de nutrientes.
-Disminuye el estrés del ternero post destete, la transición a la alimentación solida es más facil porque el ternero se ha adaptado a comer concentrado.
-Mejora la eficiencia reproductiva del rodeo, el ternero reduce el número de mamadas diarias y la competencia por pasto de calidad con su madre.
-Mejor desarrollo digestivo, el sistema digestivo se adapta a la alimentación sólida lo que prepara al ternero para la siguiente etapa de engorde.

-Consultar por financiación de fábrica.
-Consultar por versión con bandejas de acero inoxidable.
-Importante descuento por pago contado";;;FADESI SRL;CC-20;2025;;Fadesisrl;https://www.mercadolibre.com.ar/perfil/Fadesisrl;;;;;;;;;;
MLA1564703127;https://articulo.mercadolibre.com.ar/MLA-1564703127;ok;;;Pinche Para Rollos O Porta Rollos Para Tractores - $ 6.500.000;"ELEVADOR CARGADOR DE ROLLOS CON PARALELOGRAMO COMPENSADOR
El Acceosorio PiNCHE PARA ROLLOS O PORTA ROLLOS se mantiene en posición horizontal al levantar.

Para todo tipo de tractores: JOHN DEERE, MASSEY FERGUSON, FIAT, DEUTZ, AGCO ALLIS, APACHE, NEW HOLLAND, PAUNY, HANOMAG, VALTRA, FIATAGRI, DEUTZ, DEUTZ FAHR (modelos varios)

MODELO GS-750R

ESTRUCTURA (BRAZOS)
Estructura reforzada tipo doble C, realizada en perfiles de chapa espesor 3/16"" plegados y soldados. El plegado interno de los perfiles C, aumenta la resistencia de los brazos otorgándole mayor rigidez al sistema.

PINCHE PARA ROLLOS
Accesorio Pinche para Rollos de 3 Púas macizas reforzado.

Pernos y Bujes de Acero SAE 1045.

Refuerzos en chapa de espesores 1/4” | 5/16"" y 3/8"".

Sistema de Hidráulico: compuesto por 4 cilindros.
- Cilindros de 2 1/2”, con Vástagos reforzados de 38,mm. Para Levante Brazos.
- Cilindros de 2 1/2”, con Vástagos reforzados de 38mm. Para el Movimiento Pinche para Rollos.

Mangueras Hidráulicas de 3/8 "" R2, accesorios hidráulicos y acoples rápidos hasta control remoto.

Altura de levante máximo aprox. 3,90 metros.

SISTEMA DE ACOPLE RÁPIDO, para la incorporación de otros accesorios, como el Balde de Carga, Accesorio Porta Pallet, Accesorio para carga de Big-Bag, entre otros.

Pala de fácil manejo para el operario, y gran versatilidad en usos varios, fabricada con refuerzos internos.

Opcional:
- Balde de Carga.
- Accesorio Porta Pallet.
- Accesorio Cargador de Big-Bag

Forma de pago:
- CONTADO.
- Financiación con CHEQUES a plazos 0/30/60 días.
- Consultar otras formas de pago.";;;GESER;GS-750R;2025;;Geser Metalúrgica;https://www.mercadolibre.com.ar/perfil/Geser Metalúrgica;;;;;;;;;;
MLA1564677393;https://articulo.mercadolibre.com.ar/MLA-1564677393;ok;;;Pala Cargadora Frontal Para Tractor John Deere - Oferta - $ 6.580.000;"PALA CARGADORA FRONTAL CON PARALELOGRAMO COMPENSADOR
El balde se mantiene en posición horizontal al levantar.

Para Tractor JOHN DEERE modelos varios

MODELO GS-750

ESTRUCTURA (BRAZOS)
Estructura reforzada tipo doble C, realizada en perfiles de chapa espesor 3/16"" plegados y soldados. El plegado interno de los perfiles C, aumenta la resistencia de los brazos otorgándole mayor rigidez al sistema.

BALDE DE CARGA
Capacidad aprox. 3/4m3, ancho 1,50m, totalmente reforzado. Cuchilla inferior balde y refuerzos inferiores para evitar desgastes. Además tiene un sobrevuelo para abulonar y dar mas capacidad para carga liviana.

Pernos y Bujes de Acero SAE 1045.

Refuerzos en chapa de espesores 1/4” | 5/16"" y 3/8"".

Sistema de Hidráulico: compuesto por 4 cilindros.
- Cilindros de 2 1/2”, con Vástagos reforzados de 38mm. Para Levante Brazos.
- Cilindros de 2 1/2”, con Vástagos reforzados de 32mm. Para el Movimiento Balde de Carga.

Mangueras Hidráulicas de 3/8 "" R2, accesorios hidráulicos y acoples rápidos hasta control remoto.

Altura de levante máximo aprox. 3,80 metros.

SISTEMA DE ACOPLE RÁPIDO, para la incorporación de otros accesorios, como el Pinche para Rollos, Accesorio Porta Pallet, Accesorio para carga de Big-Bag, entre otros.

Pala de fácil manejo para el operario, y gran versatilidad en usos varios, fabricada con refuerzos internos.

Opcional:
- Accesorio Pinche para Rollos.
- Accesorio Porta Pallet.
- Accesorio Cargador de Big-Bag

Forma de pago:
- CONTADO.
- Financiación con CHEQUES a plazos 0/30/60 días.
- Consultar otras formas de pago.";;;Geser;GS-750;2025;;Geser Metalúrgica;https://www.mercadolibre.com.ar/perfil/Geser Metalúrgica;;;;;;;;;;
MLA1598280387;https://articulo.mercadolibre.com.ar/MLA-1598280387;ok;;;Pala Y Retro M42 Liangong Motor Deutz  4x2 95 Hp - US$ 6.804;"Pala y Retro Liangong M42
- Potente motor Original DEUTZ de 95 hp.
- Transmisión de 8 velocidades.
- Tracción 4x2.
- Frenos húmedos de bajo mantenimiento, con accionamiento individual en ruedas traseras.
- Cabina ROPS/FOPS, moderna con Amplia visibilidad.
- Vidrios ""French Green"" anti UV.
- Butaca ergonométrica ajustable.
- Parabrisa desmontable con guías.

EL PRECIO PUBLICADO CORRESPONDE A ANTICIPO EN DOLARES AMERICANOS. TIPO DE CAMBIO PESO – DÓLAR DEL DÍA DE LA VENTA DEL EQUIPO. LOS PRECIOS NO INCLUYEN IVA, FLETE, SEGURO, PATENTAMIENTO. 
PROMOCIÓN VÁLIDA HASTA AGOTAR STOCK.
LAS IMÁGENES SON DE CARÁCTER ILUSTRATIVO AL PRODUCTO PROMOCIONADO

SU CONSULTA NO MOLESTA . UN ASESOR COMERCIAL SE PONDRÁ EN CONTACTO CON USTED

CASA MATRIZ: Garín (Escobar)
SUCURSALES EN: QUILMES, LA PLATA Y CÓRDOBA Y DISTRIBUIDORES OFICIALES EN TODO EL PAÍS

PLANES DE FINANCIACIÓN A MEDIDA
REPUESTOS - GARANTÍA - POST VENTA
VENTA DE EQUIPOS VIALES: para la construcción, movimiento de suelo, energía, forestal, agro, petróleo y logística

BISCAYNE MÁS DE 50 AÑOS - PRESENTES EN TODO EL PAÍS
Con una trayectoria de más de 50 años en el mercado de maquinaria vial, y una moderna Casa Central con talleres de ensamblado, Pre Entrega y Reparación de Equipos en la localidad de Garín, Biscayne brinda Garantía, Servicio Post-Venta y Repuestos con el respaldo de un servicio integral confiable, de calidad y con proyección comercial a largo plazo.
Conozca sus diez líneas de productos: Cargadoras, Motoniveladoras, Compactadores, Retroexcavadoras, Pala Y Retro, Mini Palas, Terminadoras, Topadoras, Autoelevadores y Plataformas de elevación";;;LIANGONG;M42;2025;;Biscayne;https://www.mercadolibre.com.ar/perfil/Biscayne;;;;;;;;;;
MLA1515586551;https://articulo.mercadolibre.com.ar/MLA-1515586551;ok;;;Tractor Kubota B2401 Japones 24hp Parquero 4x4 - US$ 17.460;"AMG VIAL

Somos una empresa con más de 35 años de experiencia, dedicada a la comercialización de Maquinaria Vial, Agrícola y de Logística. Representamos marcas líderes en cada una de las líneas en las que trabajamos como KUBOTA en Tractores, HYVA en Hidrogruas, y LONKING en Maquinas Viales.

Brindamos un servicio integral de Garantía, Post-Venta y Repuestos. ¡Los invitamos a conocer nuestra línea completa de equipos!!!

» TRACTOR KUBOTA B2320

Tractor de origen japonés ensamblado en Argentina. Ideal para uso en invernaderos, productores de frutas y hortalizas.
Sencillez operacional, bajo costo de mantenimiento y durabilidad son sus principales atributos.

CARACTERÍSTICAS:

• Motor Kubota diesel
• 3 Cilindros
• 24 (HP) de potencia
• Tracción 4x4
• Transmisión 9 avance & 3 retroceso
• Toma de fuerza 540 & 960 RPM
• 3 puntos con capacidad de 630 kg
• 2 Válvulas de control remoto (opcional)
• Dirección asistida
• Ancho min 1.115 (mm)
• Radio de giro 2,10 (mts)
• Opcional RUEDAS AGRÍCOLAS

» GARANTÍA: 24 meses o 1500 horas !!!
+ SERVICIO TÉCNICO en todo el País
+ Contamos con stock permanente de REPUESTOS.

» FORMA DE PAGO:
Consultar por financiación sin interés.

» CONTACTO ¦ UBICACIÓN
Su Consulta No Molesta. Déjenos un teléfono de contacto, y un asesor comercial se pondrá en contacto.

* Ubicación: General Rodriguez y Monte Grande, Esteban Echeverría.";;;Kubota;B2401 Turf;2025;1500;Servicios Amg Vial;https://www.mercadolibre.com.ar/perfil/Servicios Amg Vial;;;;;;;;;;
MLA1515483021;https://articulo.mercadolibre.com.ar/MLA-1515483021;ok;;;Pala Cargadora Lonking Cdm856 3m3 220hp Deutz Valor Anticipo - US$ 45.200;"Somos una empresa con más de 35 años de experiencia, dedicada a la comercialización de Maquinaria Vial, Agrícola y de Logística. Representamos marcas líderes en cada una de las líneas en las que trabajamos como KUBOTA en Tractores, HYVA en Hidrogruas, y LONKING en Maquinas Viales. 

Brindamos un servicio integral de Garantía, Post-Venta y Repuestos. ¡Los invitamos a conocer nuestra línea completa de equipos!!! 

» PALA CARGADORA CDM853 

Este modelo ofrece, capacidad de levante de 5.000 kg con motor Deutz y una potencia de 220 HP.

CARACTERÍSTICAS:

• Motor DEUTZ de 220 Hp. 
• Balde de 3m3. 
• Operación del Balde por Joystick Hidráulico. 
• Posicionador del balde Automático. 
• Capacidad de levante de 5000kg. 
• Corte de Balde (Fin de Recorrido). 
• Circuito de Frenos Independientes. 
• Freno de Estacionamiento Neumático. 
• Neumático de alta TRACCION. 
• Cabina Vidriada ROPS FOPS con Visión Panorámica. 
• Aire Acondicionado Frío/Calor. 
• Peso Operativo 16.000KG.

» GARANTÍA: 1000 Horas o 1 Año !!!
+ SERVICIO TÉCNICO en todo el País 
+ Contamos con stock permanente de REPUESTOS.

» FORMA DE PAGO: 
El Valor Publicado Corresponde al ANTICIPO EN DOLARES AMERICANOS. DOLAR OFICIAL!! SALDO EN CUOTAS FIJAS EN PESOS!!!. Promoción Válida Hasta Agotar Stock.

» CONTACTO ¦ UBICACIÓN
Su Consulta No Molesta. Déjenos un teléfono de contacto, y un asesor comercial se pondrá en contacto. 

* Ubicación: General Rodriguez y Monte Grande, Esteban Echeverría.
Somos IMPORTADORES OFICIALES de LONKING, en ARGENTINA.";;;Lonking;CDM856;2025;1000;Servicios Amg Vial;https://www.mercadolibre.com.ar/perfil/Servicios Amg Vial;;;;;;;;;;
