url;titulo;descripcion;condicion;marca;modelo;precio;iva;descuento;ubicacion;formas_de_pago;hp_motor;carac__Año;carac__Horas de motor reales;carac__Potencia motor (hp);carac__Tipo de tracción;carac__Tipo de tractor;carac__Tipo de transmisión;carac__Tres puntos;carac__error
https://rastroagro.com/tractores/case-farmall-80-jxm-0-pub-24-12-11-10-16-42;Tractor Case Farmall 80 JXM;Productos similares : O KM : INMEDIATA ‹ › U$S 34.917 + IVA Tractor Chery 904 C 2026 La Pampa ‹ › U$S 41.200 + IVA Tractor New Holland TD95D 2011 Santa Fe ‹ › U$S 10.600 + IVA Tractor Fiat Supersom 55 1970 Córdoba ‹ › U$S 12.360 + IVA Tractor Massey Ferguson 1175 1989 Santa Fe ‹ › Consultar Tractor John Deere 3420 1976 Buenos Aires ‹ › Consultar Tractor Deutz Fahr AX 4.75 1992 Buenos Aires : O KM ‹ › U$S 35.089 IVA incluido Tractor Bronco 804 2026 Buenos Aires : O KM U$S 50.499 IVA incluido Tractor Lovol F4090 2026 Buenos Aires ‹ › Consultar Tractor John Deere 5705 No especifica Buenos Aires ‹ › U$S 11.330 + IVA Tractor Deutz 90 1990 Córdoba Productos similares;nuevo;Case Farmall 80;JXM;Consultar;;;Buenos Aires;CONTADO: 5 % descuento | Anticipo 30 % + 6 pagos semestrales | Buenos Aires | Medios de pago | Financiamiento;80;2026;;80;Doble;Agrícola;;SI;
https://rastroagro.com/tractores/massey-ferguson-6712r-0-pub-24-11-13-15-28-16;Tractor Massey Ferguson 6712R;Productos similares ‹ › Consultar Tractor Valtra BH 160 2008 Buenos Aires ‹ › U$S 77.250 + IVA Tractor New Holland TD 5.110 2016 Córdoba ‹ › U$S 113.300 + IVA Tractor New Holland T7.205 2017 Córdoba ‹ › U$S 47.380 + IVA Tractor Deutz Fahr AX 4.120 No especifica Buenos Aires ‹ › Consultar Tractor Valtra BH 160 2005 Buenos Aires ‹ › U$S 32.960 + IVA Tractor Zanello 450 1982 Córdoba ‹ › U$S 76.220 Tractor Pauny EVO 280 A 2017 Santa Fe : O KM U$S 93.237 IVA incluido Tractor Kioti HX1401ATC 2026 Buenos Aires : O KM ‹ › U$S 52.521 IVA incluido Tractor Zanello 4100 2026 Córdoba ‹ › Consultar Tractor Agrinar T150-4 2014 Santa Fe Productos similares;nuevo;Massey Ferguson;6712R;"U$S
                                    
                                    124.821 + IVA";+ IVA;;Buenos Aires;Anticipo 30 % + saldo a convenír | 6 cheques (cuotas mensuales) | Buenos Aires | Medios de pago | Financiamiento;125;2026;;125;Doble;Agrícola;;No especifica;
https://rastroagro.com/tractores/case-magnum-240-2004-pub-25-01-15-00-20-23;Tractor Case Magnum 240;Se encuentra en muy buen estado / motor Cummins a bomba inyectora mecánica / caja full power shift Productos similares : O KM ‹ › Consultar Tractor Valtra Serie S 274 2026 Córdoba : O KM ‹ › U$S 181.220 IVA incluido Tractor Lovol TR2604 2026 Buenos Aires : O KM ‹ › Consultar Tractor Massey Ferguson 7726 2026 Buenos Aires ‹ › U$S 72.100 + IVA -5% DE CONTADO Tractor John Deere 4960 1997 Buenos Aires : O KM ‹ › Consultar -7% DE CONTADO Tractor Pauny 710 Bravo 2026 Buenos Aires : O KM ‹ › Consultar -7% DE CONTADO Tractor Pauny 580 Bravo 2026 Buenos Aires ‹ › Consultar Tractor Zanello 500C 2004 Buenos Aires : INMEDIATA ‹ › U$S 59.740 + IVA Tractor Zanello 500c 2026 Buenos Aires ‹ › U$S 70.040 + IVA Tractor Pauny 540 C 2006 Santa Fe : O KM ‹ › Consultar Tractor Pauny Brioso 2215 ie 2026 Buenos Aires Productos similares;usado;Case Magnum;240;"U$S
                                    
                                    97.850 + IVA";+ IVA;;Santiago del Estero;;240;2004;;240;Doble;Agrícola;;NO;
https://rastroagro.com/tractores/pauny-evo-500-c-0-pub-24-12-12-12-07-29;Tractor Pauny EVO 500 C;Productos similares : O KM ‹ › Consultar -5% DE CONTADO Tractor Massey Ferguson 7415 2026 La Pampa ‹ › Consultar -5% DE CONTADO Tractor Case Puma 210 2014 Buenos Aires : O KM ‹ › Consultar -7% DE CONTADO Tractor Pauny EVO 540 C 2026 Buenos Aires ‹ › U$S 89.610 + IVA -10% DE CONTADO Tractor Agco Allis 6.220 2003 Buenos Aires ‹ › U$S 51.500 + IVA -5% DE CONTADO Tractor Zanello Pauny 500 C 2003 Buenos Aires ‹ › U$S 72.100 + IVA Tractor Pauny 500 C 2013 Buenos Aires : O KM Consultar Tractor Valtra S274 2026 Buenos Aires ‹ › $ 122.570.000 + IVA -7% DE CONTADO Tractor Pauny EVO 580 C 2018 Buenos Aires ‹ › U$S 139.050 Tractor Pauny 540 C 2021 Santa Fe : O KM Consultar Tractor Valtra S374 2026 Buenos Aires Productos similares;nuevo;Pauny EVO 500;C;Consultar;;;Buenos Aires;CONTADO: 7 % descuento | Anticipo 50 % + saldo a convenír | 4 cheques (cuotas mensuales) | Buenos Aires | Medios de pago | Financiamiento;200;2026;;200;Articulado;Agrícola;;NO;
https://rastroagro.com/tractores/lovol-tr2604-0-pub-25-01-13-09-47-34;Tractor Lovol TR2604;Productos similares ‹ › U$S 61.800 + IVA Tractor Pauny 500 C 2007 Córdoba ‹ › U$S 169.950 + IVA -10% DE CONTADO Tractor Case Magnum 270 2008 La Pampa U$S 84.800 + IVA -15% DE CONTADO Tractor New Holland 8870 2000 Córdoba : O KM Consultar Tractor Valtra S274 2026 Buenos Aires ‹ › U$S 143.170 + IVA -5% DE CONTADO Tractor Case Puma 205 2017 La Pampa : O KM ‹ › Consultar Tractor Massey Ferguson 7724 S 2026 Buenos Aires : O KM ‹ › Consultar -7% DE CONTADO Tractor Pauny 500 C 2026 Buenos Aires ‹ › Consultar Tractor John Deere 8220 2004 Córdoba : O KM ‹ › Consultar -5% DE CONTADO Tractor Case Magnum 290 2026 Buenos Aires : O KM ‹ › Consultar -7% DE CONTADO Tractor Pauny 780 Bravo 2026 Buenos Aires Productos similares;nuevo;Lovol;TR2604;"U$S
                                    
                                    181.220";;;Buenos Aires;Anticipo 40 % + 11 cheques | Buenos Aires | Medios de pago | Financiamiento;260;2026;;260;Doble;Agrícola;;SI;
https://rastroagro.com/tractores/case-puma-140-0-pub-25-01-13-10-54-03;Tractor Case Puma 140;Productos similares ‹ › U$S 83.430 + IVA Tractor Massey Ferguson 7180 2011 Santa Fe ‹ › Consultar Tractor New Holland TS 6.130 No especifica La Pampa : O KM ‹ › U$S 191.580 + IVA Tractor Massey Ferguson 6714 R No especifica Buenos Aires ‹ › U$S 50.470 + IVA -10% DE CONTADO Tractor Massey Ferguson 292 2008 La Pampa ‹ › U$S 26.780 Tractor Deutz Fahr AX 120 1986 Buenos Aires : O KM ‹ › Consultar Tractor Valtra A 990 2026 Córdoba ‹ › U$S 35.947 + IVA -10% DE CONTADO Tractor John Deere 3530 1984 Buenos Aires ‹ › U$S 79.310 + IVA -10% DE CONTADO Tractor Massey Ferguson 680 ADV 2008 Buenos Aires ‹ › U$S 25.750 Tractor Zetor 16045 1991 Santa Fe ‹ › U$S 30.900 + IVA Tractor Deutz Fahr AX 4.120 1994 Santa Fe Productos similares;nuevo;Case Puma;140;Consultar;;;Buenos Aires;CONTADO: 5 % descuento | Anticipo 30 % + 6 pagos semestrales | Buenos Aires | Medios de pago | Financiamiento;140;2026;;140;Doble;Agrícola;;SI;
https://rastroagro.com/tractores/valtra-220-2017-pub-24-12-30-18-18-38;Tractor Valtra 220;Productos similares U$S 84.800 + IVA -15% DE CONTADO Tractor New Holland 8870 2000 Córdoba ‹ › Consultar Tractor Zanello 500C 2004 Buenos Aires ‹ › U$S 94.760 Tractor Pauny 540 C 2007 Córdoba : O KM ‹ › Consultar Tractor Massey Ferguson 7724 S 2026 Córdoba : O KM ‹ › Consultar Tractor Massey Ferguson 7390 2026 Buenos Aires : O KM ‹ › Consultar Tractor Massey Ferguson 7726 2026 Buenos Aires : O KM Consultar Tractor Pauny 500 C 2026 Buenos Aires : O KM Consultar Tractor Valtra S324 2026 Buenos Aires ‹ › U$S 62.830 + IVA -5% DE CONTADO Tractor Zanello 540 1995 La Pampa ‹ › U$S 90.228 + IVA Tractor Pauny EVO 500 C 2013 Santa Fe Productos similares;usado;Valtra;220;"U$S
                                    
                                    94.760 + IVA";+ IVA;;Chaco;;220;2017;7788;220;Doble;Agrícola;Mecánica;SI;
https://rastroagro.com/tractores/massey-ferguson-2625-2018-pub-24-12-24-09-41-17;Tractor Massey Ferguson 2625;Productos similares U$S 15.900 + IVA Tractor Fiat 780 R 1960 San Luis ‹ › Consultar Tractor Pauny 180 A 2018 Buenos Aires ‹ › Consultar Tractor John Deere 730 No especifica Santa Fe ‹ › U$S 11.330 + IVA -5% DE CONTADO Tractor Fiat 800E 1978 Buenos Aires ‹ › U$S 17.510 + IVA Tractor Massey Ferguson 1175 1973 Buenos Aires ‹ › Consultar Tractor Massey Ferguson 1175 1979 Buenos Aires ‹ › Consultar Tractor Pauny 180 A 2016 La Pampa ‹ › U$S 18.540 + IVA -5% DE CONTADO Tractor Massey Ferguson 1095 No especifica Buenos Aires U$S 20.600 + IVA Tractor Zanello V210 1996 Córdoba ‹ › U$S 4.944 Tractor John Deere 730 1980 Buenos Aires Productos similares;usado;Massey Ferguson;2625;"U$S
                                    
                                    27.560 + IVA";+ IVA;;Córdoba;;63;2018;647;63;Simple;Agrícola;Manual;SI;
https://rastroagro.com/tractores/case-magnum-290-0-pub-24-12-30-14-54-48;Tractor Case Magnum 290;AFS Connect Productos similares ‹ › Consultar Tractor Valtra S4 2015 Buenos Aires : O KM ‹ › U$S 146.772 IVA incluido Tractor Zanello 2240 2026 Córdoba ‹ › U$S 143.170 + IVA -5% DE CONTADO Tractor Case Puma 205 2017 La Pampa Consultar Tractor Case Magnum 240 2004 Santa Fe : O KM ‹ › Consultar Tractor Valtra S294 2026 Córdoba : O KM Consultar Tractor Valtra BH224 2026 Buenos Aires ‹ › U$S 61.800 + IVA Tractor Pauny 500 C 2007 Córdoba : O KM ‹ › Consultar -7% DE CONTADO Tractor Pauny EVO 500 C con hoja topadora 2026 Buenos Aires : O KM : INMEDIATA ‹ › Consultar -8% DE CONTADO Tractor Valtra BH 214 2026 Buenos Aires ‹ › U$S 278.100 Tractor John Deere 8320 2011 Santa Fe Productos similares;nuevo;Case Magnum;290;Consultar;;;Buenos Aires;CONTADO: 5 % descuento | Anticipo 30 % + 6 pagos semestrales | Buenos Aires | Medios de pago | Financiamiento;290;2026;;290;Doble;Agrícola;;No especifica;
https://rastroagro.com/tractores/john-deere-3530-1984-pub-24-12-16-13-28-26;Tractor John Deere 3530;Productos similares Consultar Tractor John Deere 6600 1997 Entre Ríos ‹ › U$S 82.400 + IVA Tractor New Holland TM7040 2013 Buenos Aires ‹ › U$S 70.040 + IVA Tractor Massey Ferguson 680/4 2001 Córdoba ‹ › U$S 42.230 + IVA Tractor Deutz 5.125L 2001 Buenos Aires ‹ › U$S 23.199 Tractor Massey Ferguson 1095 1985 Buenos Aires ‹ › U$S 91.670 + IVA -10% DE CONTADO Tractor Agco Allis 6.190 A 2008 Buenos Aires : O KM ‹ › U$S 202.189 + IVA Tractor New Holland T7.190 2026 Córdoba ‹ › U$S 25.750 + IVA Tractor Zanello 4200 No especifica Buenos Aires : O KM ‹ › U$S 94.770 IVA incluido Tractor Zanello 4.170 2026 Córdoba ‹ › U$S 26.780 + IVA Tractor John Deere 3530 No especifica Córdoba Productos similares;usado;John Deere;3530;"U$S
                                    
                                    35.947 + IVA";+ IVA;;Buenos Aires;CONTADO: 10 % descuento | 6 cheques (cuotas mensuales) | Buenos Aires | Medios de pago | Financiamiento;105;1984;;105;Simple;Agrícola;;NO;
https://rastroagro.com/tractores/chery-wd1604e-0-pub-24-12-16-13-20-19;Tractor Chery WD1604E;Productos similares ‹ › U$S 41.200 + IVA Tractor Pauny EVO 250 A 2016 Buenos Aires ‹ › Consultar -7% DE CONTADO Tractor John Deere 7515 2010 Buenos Aires ‹ › U$S 87.550 + IVA Tractor Agco Allis 6.150 A 2014 Buenos Aires ‹ › Consultar Tractor Pauny 280A D.T 2008 Buenos Aires ‹ › Consultar Tractor John Deere 4530 1980 Buenos Aires ‹ › U$S 72.100 + IVA Tractor Pauny EVO 250 A 2016 Córdoba ‹ › Consultar Tractor Massey Ferguson 296 1995 Buenos Aires : O KM ‹ › Consultar Tractor Valtra AH 134 HI TECH 2026 Córdoba ‹ › U$S 87.550 + IVA -10% DE CONTADO Tractor Case Maxxum 165 2012 La Pampa ‹ › U$S 82.400 + IVA Tractor John Deere 7800 1998 Santa Fe Productos similares;nuevo;Chery;WD1604E;Consultar;;;Buenos Aires;CONTADO: 10 % descuento | 6 cheques (cuotas mensuales) | Buenos Aires | Medios de pago | Financiamiento;160;2026;;160;Doble;Agrícola;;SI;
https://rastroagro.com/tractores/chery-cff1004-0-pub-24-12-16-13-25-23;Tractor Chery CFF1004;Productos similares ‹ › Consultar Tractor John Deere 730 No especifica Santa Fe : O KM Consultar -10% DE CONTADO Tractor Case Farmall 90 M 2026 Buenos Aires ‹ › U$S 46.350 + IVA Tractor John Deere 5400 N 1994 Córdoba : O KM ‹ › Consultar -5% DE CONTADO Tractor Case Farmall 55 JXM 2026 Buenos Aires ‹ › $ 8.692.000 + IVA Tractor Someca 45 1980 Córdoba ‹ › Consultar Tractor Deutz Fahr AX 3.100L No especifica Buenos Aires : O KM U$S 54.366 IVA incluido Tractor Lovol TD1004 2026 Buenos Aires ‹ › U$S 24.720 Tractor Massey Ferguson 1195 L 1995 Córdoba ‹ › Consultar Tractor Valmet 885 No especifica Buenos Aires ‹ › U$S 41.200 + IVA Tractor New Holland TL95 2006 Córdoba Productos similares;nuevo;Chery;CFF1004;Consultar;;;Buenos Aires;CONTADO: 10 % descuento | 6 cheques (cuotas mensuales) | Buenos Aires | Medios de pago | Financiamiento;100;2026;;100;Doble;Agrícola;;SI;
https://rastroagro.com/tractores/pauny-novo-540-0-pub-24-12-13-14-34-42;Tractor Pauny Novo 540;Productos similares ‹ › Consultar -5% DE CONTADO Tractor Zanello 500 C No especifica Buenos Aires ‹ › U$S 196.267 + IVA -5% DE CONTADO Tractor Massey Ferguson 7415 2016 La Pampa : O KM ‹ › U$S 181.220 IVA incluido Tractor Lovol TR2604 2026 Buenos Aires ‹ › U$S 139.050 Tractor Pauny 540 C 2021 Santa Fe ‹ › Consultar Tractor Pauny EVO 540 C 2020 Santa Fe : O KM ‹ › Consultar Tractor Massey Ferguson 7415 2026 Córdoba : O KM ‹ › Consultar Tractor Massey Ferguson 8737 S-VT 2026 Buenos Aires ‹ › U$S 72.100 + IVA Tractor Pauny 500 C 2013 Buenos Aires : O KM ‹ › Consultar Tractor Pauny Brioso 2215 ie 2026 Buenos Aires : O KM Consultar -10% DE CONTADO Tractor Case Puma 230 2026 La Pampa Productos similares;nuevo;Pauny Novo;540;Consultar;;;Buenos Aires;Anticipo 40 % + saldo a convenír | 5 cheques (cuotas mensuales) | Buenos Aires | Medios de pago | Financiamiento;240;2026;;240;Articulado;Agrícola;;NO;
https://rastroagro.com/tractores/pauny-evo-250-a-0-pub-24-12-13-14-32-25;Tractor Pauny EVO 250 A;Productos similares : O KM Consultar Tractor Lovol 1504 R 2026 Córdoba : O KM ‹ › U$S 305.837 + IVA Tractor Massey Ferguson 7726 2026 Buenos Aires U$S 26.500 + IVA -15% DE CONTADO Tractor Massey Ferguson 1195 No especifica Córdoba ‹ › U$S 87.550 Tractor Valtra BM125i 2012 Santa Fe : O KM U$S 120.445 IVA incluido Tractor Lovol TR1804 2026 Buenos Aires ‹ › U$S 28.840 Tractor Massey Ferguson 1215 1978 Buenos Aires ‹ › U$S 46.350 + IVA Tractor Deutz Fahr 4.125 1997 Buenos Aires ‹ › Consultar Tractor Zanello 500 C 1997 Buenos Aires ‹ › U$S 87.550 + IVA -10% DE CONTADO Tractor Massey Ferguson 7170 2010 Buenos Aires ‹ › U$S 41.200 Tractor John Deere 6600 2000 Córdoba Productos similares;nuevo;Pauny EVO 250;A;Consultar;;;Buenos Aires;Anticipo 40 % + saldo a convenír | 5 cheques (cuotas mensuales) | Buenos Aires | Medios de pago | Financiamiento;160;2026;;160;Doble;Agrícola;;NO;
https://rastroagro.com/tractores/pauny-500-novo-0-pub-24-12-12-13-23-31;Tractor Pauny 500 Novo;Productos similares ‹ › Consultar Tractor Zanello 460 No especifica Buenos Aires ‹ › U$S 92.700 + IVA Tractor Massey Ferguson 6499 2011 Córdoba : O KM ‹ › Consultar -7% DE CONTADO Tractor Pauny 710 Bravo 2026 Buenos Aires : O KM ‹ › Consultar Tractor Massey Ferguson 7724 S 2026 Buenos Aires ‹ › Consultar Tractor Zanello 220M No especifica Buenos Aires ‹ › Consultar Tractor Pauny 540 C 2006 Buenos Aires ‹ › $ 122.570.000 + IVA -7% DE CONTADO Tractor Pauny EVO 580 C 2018 Buenos Aires : O KM ‹ › Consultar Tractor Massey Ferguson 8732 S 2026 Buenos Aires : O KM Consultar Tractor Valtra BH224 2026 Buenos Aires : O KM ‹ › Consultar -7% DE CONTADO Tractor Pauny 780 Bravo 2026 Buenos Aires Productos similares;nuevo;Pauny 500;Novo;Consultar;;;Buenos Aires;CONTADO: 7 % descuento | Anticipo 50 % + saldo a convenír | 4 cheques (cuotas mensuales) | Buenos Aires | Medios de pago | Financiamiento;200;2026;;200;Articulado;Agrícola;;NO;
https://rastroagro.com/tractores/pauny-evo-500-c-con-hoja-topadora-0-pub-24-12-12-12-04-17;Tractor Pauny EVO 500 C con hoja topadora;Con hoja topadora TBeH. Productos similares : O KM ‹ › Consultar Tractor Valtra S294 2026 Córdoba : O KM ‹ › Consultar Tractor Massey Ferguson 8737 S-VT 2026 Buenos Aires : O KM Consultar Tractor Valtra T 210 2026 Buenos Aires ‹ › U$S 87.550 + IVA -10% DE CONTADO Tractor Agco Allis 6.220 2004 Buenos Aires : O KM ‹ › Consultar Tractor Massey Ferguson 7390 2026 Buenos Aires ‹ › Consultar -5% DE CONTADO Tractor Zanello 500 C No especifica Buenos Aires : O KM Consultar Tractor Valtra T 250 2026 Buenos Aires : O KM ‹ › Consultar -7% DE CONTADO Tractor Pauny 710 Bravo 2026 Buenos Aires ‹ › Consultar Tractor Zanello 540 C 1998 Buenos Aires ‹ › U$S 70.040 + IVA Tractor Zanello 500 C 2003 Córdoba Productos similares;nuevo;Pauny EVO 500 C con hoja;topadora;Consultar;;;Buenos Aires;CONTADO: 7 % descuento | Anticipo 50 % + saldo a convenír | 4 cheques (cuotas mensuales) | Buenos Aires | Medios de pago | Financiamiento;200;2026;;200;Articulado;Agrícola;;NO;
https://rastroagro.com/tractores/pauny-710-bravo-0-pub-24-12-12-12-10-21;Tractor Pauny 710 Bravo;Productos similares : O KM ‹ › Consultar Tractor New Holland T7.240 2026 Santa Fe : O KM Consultar Tractor Valtra T 230 2026 Buenos Aires ‹ › U$S 128.750 + IVA Tractor Case Puma 205 No especifica Santa Fe U$S 84.800 + IVA -15% DE CONTADO Tractor New Holland 8870 2000 Córdoba ‹ › Consultar Tractor Pauny 540c 2011 Buenos Aires : O KM ‹ › Consultar Tractor Massey Ferguson 7724 S 2026 Córdoba ‹ › U$S 242.050 + IVA -5% DE CONTADO Tractor Case Magnum 260 2017 Buenos Aires ‹ › U$S 90.228 + IVA Tractor Pauny EVO 500 C 2013 Santa Fe ‹ › U$S 81.370 Tractor Pauny EVO 540 C 2014 Santa Fe : O KM Consultar -10% DE CONTADO Tractor Case Puma 230 2026 La Pampa Productos similares;nuevo;Pauny 710;Bravo;Consultar;;;Buenos Aires;CONTADO: 7 % descuento | Anticipo 50 % + saldo a convenír | 4 cheques (cuotas mensuales) | Buenos Aires | Medios de pago | Financiamiento;305;2026;;305;Articulado;Agrícola;;NO;
https://rastroagro.com/tractores/case-farmall-90-jxm-0-pub-24-12-11-10-23-28;Tractor Case Farmall 90 JXM;Productos similares : O KM U$S 42.543 IVA incluido Tractor Lovol TH904 2026 Buenos Aires U$S 15.900 + IVA Tractor Fiat 780 R 1960 San Luis ‹ › U$S 25.235 + IVA Tractor Deutz AX100 1985 Córdoba : O KM ‹ › Consultar Tractor Lovol 604 EF 2026 Buenos Aires : INMEDIATA ‹ › Consultar Tractor Valtra A950 No especifica Buenos Aires ‹ › Consultar Tractor Zanello UP 100 1984 Buenos Aires : O KM Consultar Tractor New Holland TT4.65 2026 Mendoza : O KM ‹ › Consultar Tractor Chery RD-504 2026 Entre Ríos ‹ › Consultar Tractor John Deere 2420 1976 Buenos Aires ‹ › Consultar Tractor John Deere 2730 1990 Córdoba Productos similares;nuevo;Case Farmall 90;JXM;Consultar;;;Buenos Aires;CONTADO: 5 % descuento | Anticipo 30 % + 6 pagos semestrales | Buenos Aires | Medios de pago | Financiamiento;90;2026;;90;Doble;Agrícola;;SI;
https://rastroagro.com/tractores/pauny-780-bravo-0-pub-24-12-12-11-52-58;Tractor Pauny 780 Bravo;Productos similares ‹ › Consultar Tractor Zanello 500 C 1996 Buenos Aires : INMEDIATA ‹ › Consultar Tractor Zanello 540 98 Buenos Aires : O KM ‹ › U$S 146.772 IVA incluido Tractor Zanello 2240 2026 Córdoba ‹ › U$S 139.050 Tractor Pauny 540 C 2021 Santa Fe ‹ › U$S 226.600 + IVA Tractor Case Magnum 305 2010 Santa Fe ‹ › Consultar Tractor Pauny EVO 540 C 2020 Santa Fe ‹ › U$S 242.050 + IVA -5% DE CONTADO Tractor Case Magnum 340 2014 Buenos Aires ‹ › U$S 72.100 + IVA Tractor Pauny Audaz 2200 2019 Buenos Aires : O KM U$S 159.120 IVA incluido Tractor Lovol TR2204 2026 Buenos Aires : O KM Consultar Tractor Valtra S294 2026 Buenos Aires Productos similares;nuevo;Pauny 780;Bravo;Consultar;;;Buenos Aires;CONTADO: 7 % descuento | Anticipo 50 % + saldo a convenír | 4 cheques (cuotas mensuales) | Buenos Aires | Medios de pago | Financiamiento;380;2026;;380;Articulado;Agrícola;;NO;
https://rastroagro.com/tractores/pauny-500-c-0-pub-24-12-12-11-49-13;Tractor Pauny 500 C;Productos similares ‹ › U$S 61.800 + IVA -5% DE CONTADO Tractor Pauny EVO 500 C 2016 La Pampa ‹ › U$S 196.267 + IVA -5% DE CONTADO Tractor Massey Ferguson 7415 2016 La Pampa : O KM : INMEDIATA ‹ › Consultar Tractor Valtra BT 210 2026 Buenos Aires ‹ › U$S 62.830 + IVA -5% DE CONTADO Tractor Zanello 540 1995 La Pampa ‹ › U$S 70.040 + IVA Tractor Zanello 500 C 2003 Córdoba ‹ › Consultar Tractor Zanello 500 C 1996 Buenos Aires ‹ › U$S 81.370 Tractor Pauny EVO 540 C 2014 Santa Fe ‹ › Consultar Tractor Pauny 540 C 2006 Buenos Aires ‹ › U$S 144.200 + IVA -5% DE CONTADO Tractor Case 270 2009 Buenos Aires ‹ › Consultar Tractor Zanello 460 No especifica Buenos Aires Productos similares;nuevo;Pauny 500;C;Consultar;;;Buenos Aires;CONTADO: 7 % descuento | Anticipo 50 % + saldo a convenír | 4 cheques (cuotas mensuales) | Buenos Aires | Medios de pago | Financiamiento;200;2026;;200;Articulado;Agrícola;;NO;
https://rastroagro.com/tractores/pauny-230-c-0-pub-24-12-12-11-29-56;Tractor Pauny 230 C;Productos similares : O KM Consultar -10% DE CONTADO Tractor Case Puma 200 2026 Buenos Aires ‹ › Consultar Tractor Case MXM 180 2008 Santa Fe ‹ › Consultar Tractor Massey Ferguson 1215 1986 Buenos Aires : O KM ‹ › Consultar Tractor Chery WD1104 2026 Córdoba ‹ › Consultar Tractor Massey Ferguson 297 2010 Buenos Aires ‹ › U$S 113.300 + IVA Tractor New Holland T7.205 2017 Córdoba ‹ › Consultar Tractor Massey Ferguson 1195 No especifica Córdoba ‹ › U$S 24.720 Tractor Massey Ferguson 1195 1987 Chaco : INMEDIATA ‹ › U$S 15.965 + IVA Tractor Zanello V210 1986 Buenos Aires : O KM Consultar Tractor Valtra BT 150 2026 Buenos Aires Productos similares;nuevo;Pauny 230;C;Consultar;;;Buenos Aires;CONTADO: 7 % descuento | Anticipo 50 % + saldo a convenír | 4 cheques (cuotas mensuales) | Buenos Aires | Medios de pago | Financiamiento;120;2026;;120;Simple;Agrícola;;NO;
https://rastroagro.com/tractores/pauny-p-trac-180-0-pub-24-12-12-11-44-22;Tractor Pauny P-Trac 180;Productos similares ‹ › U$S 66.950 + IVA Tractor New Holland TM7020 2010 Buenos Aires ‹ › U$S 82.400 + IVA Tractor Pauny Audaz 2200 No especifica Córdoba : O KM ‹ › U$S 52.521 IVA incluido Tractor Zanello 4100 2026 Córdoba : O KM Consultar Tractor Valtra BH144 2026 Buenos Aires ‹ › U$S 59.740 Tractor Pauny EVO 250 A 2013 Entre Ríos ‹ › U$S 53.560 + IVA Tractor Fiat 1880 1986 Buenos Aires ‹ › U$S 82.400 + IVA Tractor New Holland TM150 2007 Buenos Aires : O KM Consultar Tractor Valtra BH154 2026 Buenos Aires : O KM ‹ › Consultar -7% DE CONTADO Tractor Pauny EVO 280 A 2026 Buenos Aires ‹ › U$S 61.800 Tractor Zanello 500 C 1999 Buenos Aires Productos similares;nuevo;Pauny P-Trac;180;Consultar;;;Buenos Aires;CONTADO: 7 % descuento | Anticipo 50 % + saldo a convenír | 4 cheques (cuotas mensuales) | Buenos Aires | Medios de pago | Financiamiento;180;2026;;180;Articulado;Agrícola;;No especifica;
https://rastroagro.com/tractores/pauny-580-bravo-0-pub-24-12-12-11-40-38;Tractor Pauny 580 Bravo;Productos similares : O KM Consultar Tractor Valtra BH214 2026 Buenos Aires : O KM ‹ › Consultar Tractor Lovol 2204 2026 Buenos Aires : O KM ‹ › Consultar Tractor Valtra T 250 2026 Córdoba : O KM ‹ › Consultar Tractor Valtra S294 2026 Córdoba ‹ › Consultar Tractor Valtra S4 2015 Buenos Aires ‹ › U$S 139.050 + IVA Tractor New Holland T7.240 2016 Buenos Aires ‹ › U$S 92.700 + IVA Tractor Massey Ferguson 6499 2011 Córdoba ‹ › Consultar Tractor Zanello 460 No especifica Buenos Aires : O KM ‹ › Consultar Tractor Massey Ferguson 8737 S-VT 2026 Buenos Aires : O KM ‹ › Consultar Tractor Valtra Serie S 274 2026 Córdoba Productos similares;nuevo;Pauny 580;Bravo;Consultar;;;Buenos Aires;CONTADO: 7 % descuento | Anticipo 50 % + saldo a convenír | 4 cheques (cuotas mensuales) | Buenos Aires | Medios de pago | Financiamiento;265;2026;;265;Articulado;Agrícola;;NO;
https://rastroagro.com/tractores/pauny-brioso-2215-ie-0-pub-24-12-12-11-19-24;Tractor Pauny Brioso 2215 ie;Productos similares : O KM ‹ › Consultar Tractor Pauny Novo 540 2026 Buenos Aires : O KM Consultar Tractor Valtra S374 2026 Buenos Aires ‹ › Consultar Tractor Pauny EVO 540 C 2012 Buenos Aires ‹ › Consultar Tractor Zanello 540 C 1998 Buenos Aires : O KM ‹ › Consultar -5% DE CONTADO Tractor Case Puma 215 2026 Buenos Aires ‹ › U$S 139.050 Tractor Pauny 540 C 2021 Santa Fe ‹ › Consultar Tractor Case Magnum 340 2003 Buenos Aires ‹ › Consultar -7% DE CONTADO Tractor Pauny 500 C 2011 Buenos Aires ‹ › U$S 128.750 + IVA -10% DE CONTADO Tractor John Deere 8320 2003 La Pampa : O KM : INMEDIATA ‹ › Consultar Tractor Valtra BT 210 2026 Buenos Aires Productos similares;nuevo;Pauny Brioso 2215;ie;Consultar;;;Buenos Aires;CONTADO: 7 % descuento | Anticipo 50 % + saldo a convenír | 4 cheques (cuotas mensuales) | Buenos Aires | Medios de pago | Financiamiento;215;2026;;215;Doble;Agrícola;;NO;
